Product Title,Price,% Off,Discount Code,Amazon_link,
"2 Pack Car Seat Belt Clips, Automotive Metal Seat Belt Buckle Alarm Stopper, Fashion Design Seat Belts Accessories for Most Car (Silver)",$3.14,65%,6573RV9T,https://www.amazon.com/promocode/A2JLDYKEZK0VOB?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Figuran Jersey Quilt Set Moisture Triangle Stitched Light Weight 3 Piece Oversized All-Season Quilt Set Bedding Full/Queen Size Jersey Knit Cotton-Blend Coverlet Set with 2 Pillow Shams White,$35.99,50%,504MU1GI,https://www.amazon.com/promocode/A2QOQ8U7CBRW35?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"PRETTYGARDEN Women’s Casual Lapel Long Sleeve Button Sherpa Fleece Jacket Coat Winter Fleece Outwear With Pockets (Camel, X-Large)",$18.59,40%,40PPKTGJ,https://www.amazon.com/promocode/A1WAR0THMIYD6R?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Otdair RGB LED Flood Light, 25W Color Changing Lighting 44 Keys Controller, 20 Colors 6 Modes, Dimmable Outdoor Strobe Floodlights IP66 Waterproof, for Stage, Landscape, Wall Wash, Party, 2 Pack",$27.57,30%,303BBC7U,https://www.amazon.com/promocode/A3062J3Z7SL6UH?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Butterfly Charm Bracelets for Women Girls, 14k Rose Gold Plated Beautifully Butterfly Charm Bangle Bracelet Expandable 26 Letters Initial Charm Butterfly Bracelets for Women Girls Jewelry Gifts（S）",$6.99,50%,50G94SY2,https://www.amazon.com/promocode/A114F58F2H9IH0?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
KMMIN Windshield Snow Cover Ice Removal Wiper Visor Protector Windproof Magnetic Ice Frost Sun Protector for Cars SUVS Trucks Vans with Easy Installation and Drawstring Bag,$8.39,40%,40I7PZQK,https://www.amazon.com/promocode/A3LX37CX1DB8X6?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"KILOCOCO Bathroom Rug Mat, 16″x24″, Extra Soft Absorbent Premium Bath Rug, Non-Slip Comfortable Bath Mat, Carpet for Tub, Shower, Bath Room, Machine Wash Dry",$8.99,70%,70RSP376,https://www.amazon.com/promocode/A2JARQ2FLUBB4A?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"KRABOR Girls Waterpoof Snow Boots,Warm Winter Transparent Shoes with Cotton Lining for Toddlers/Little Kid Brown Size 9",$8.99,70%,70ROOZEH,https://www.amazon.com/promocode/A179YY6YOL1BY2?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Gonex 4L+8L+12L Waterproof Dry Bag Floating Roll-Top Compression Dry Sack Stuff Sack Storage Bags for Kayaking Boating Canoeing Swimming Water Sports with a Phone Pouch & Shoulder Strap Black,$9.59,60%,60RBVGTB,https://www.amazon.com/promocode/A2C0OVUKG3H2XM?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"16PCS Ceiling Hooks Kit, 8PCS 2.9 in White Cup Hooks + 8PCS 2.2 in Black String Light Hooks, Heavy Duty Screw-in Hooks, Premium Hooks for Hanging Plants, Hanging Hooks, Indoor & Outdoor Use, LOBOBEAR",$4.89,30%,30K7XABX,https://www.amazon.com/promocode/A123YJHHPZUN2J?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Sofirn SC31 Pro Rechargeable Flashlight, Super Bright Flashlight 2000 Lumens with SST40 6500K LED, 18650 Battery(Inserted), Diffuser, Magnetic Tail Cap, for EDC Camping Hiking Dog Walking",$35.69,15%,15BV9TJL,https://www.amazon.com/promocode/A3Q3167DDYPD0Z?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Tvmania Professional Chef Cooking Aprons for Men Women , Kitchen BBQ Grilling Hobby and Workshop Bib Apron with Adjustable Straps 3 Pockets 10 OZ 100% Cotton Canvas-Black",$13.59,20%,2052G5IG,https://www.amazon.com/promocode/A2HNCBSUG9QFTE?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Luseta Tea Tree & Argan Oil Shampoo & Conditioner Set 2×16.9oz for Damaged and Oil Hair – Clarifying,Hydrating and Fighting Dandruff – Sulfate and Paraben Free for Men and Women",$20.95,30%,30KDTJX6,https://www.amazon.com/promocode/A25RBWCMFIHTY8?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Gifts for Dad “BEST DAD EVER”,Universal Socket(7-19mm),Christmas Stocking Stuffers for Dad,Cool & Unique Valentines Day Birthday Present for Father,Fathers Day Cool Gifts for Dad,Tool Gadget for Dad",$8.98,70%,70CR9LMR,https://www.amazon.com/promocode/AM82Y59ZN4268?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Geioireny Piping Bags and Tips Set, 20Pcs Cake Decorating Kit Tools for Beginner,Icing Tips,Pastry Bag,Smoother, Piping Nozzles Coupler for Baking Supplies(20 Pcs, Blue)",$7.99,50%,50WNZLVI,https://www.amazon.com/promocode/A2LJKIFTO05A37?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Womens Slippers Furry House Slides Cross Band Open Toe Sandals with Cork Footbed for Ladies Size 11 Blue,$13.19,40%,40SENU9K,https://www.amazon.com/promocode/A1RUQNOENJI04K?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Garlic Press Rocker Stainless Steel, 3-in-1 Garlic Mincer+ Garlic Peeler Silicone+ Brush, Garlic Pounding Tool Mincer Masher Clove Mincing Crusher",$5.14,30%,3087E3ZS,https://www.amazon.com/promocode/A20M7X8Z1099Z?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Sanwillco Inflatable Dog Cone, Adjustable Dog Donut Cone, e Collars for Dogs After Surgery, Soft Dog Cone Alternative After Surgery, Dog Pillow Cone, Comfy Cone, S-XL, Gift Inflator Pump",$8.99,50%,50LO618S,https://www.amazon.com/promocode/A2WCKUIMDT3EDF?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Womens Slippers Furry House Slides Cross Band Open Toe Sandals with Cork Footbed for Ladies Size 8 Beige White,$13.79,40%,40MUQY46,https://www.amazon.com/promocode/A2VDQSVU16Y05Y?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Clip on Book Light, YOKELLMUX Rechargeable Reading Light in Bed with 3 Eye-Care Colors & Stepless Dimming, 9 LEDs Mini Lamp for Night Reading Books and Kindles, Ideal Gift for Bookworms Kids",$11.89,30%,30LPVYCI,https://www.amazon.com/promocode/A6D92VIWTPL98?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"TIK Tok Leggings, Butt Lift Leggings for Women, Women Yoga Pant High Waisted Butt Lifting Bubble Hip Lift (Black, XL)",$10.99,50%,50IXVY5Z,https://www.amazon.com/promocode/A2JJB2JSBLBM8Y?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Watch Band Compatible with Apple Watch Band 38mm 40mm 41mm 42mm 44mm 45mm Women Men iWatch Band Soft Silicone Sport Strap Wristband Compatible with Apple Watch Series 7 6 5 4 3 2 1 SE(Black+Pink),$3.49,50%,50R1WHQM,https://www.amazon.com/promocode/A3QCOPORH6O2TZ?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Sulozom Women’s Cardigan Sweater Long Sleeve Crochet Oversized Knit Coat Button Down Outerwear Rose Red,$26.37,40%,40762KU8,https://www.amazon.com/promocode/A1CSCH406I5XU7?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Dainty Awl Earrings Huggie Hoop, 14K Gold Plated Sterling Silver Post Awl Dangle Earrings for Women Hypoallergenic Dangle Hoop Earrings Gifts for Her",$5.84,55%,55M57CF8,https://www.amazon.com/promocode/A2NAZI5SG79D2Y?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Thigh High Socks for Women Cable Knit Over the Knee Boot Socks, Long Warm Leg Warmers Winter(Gray&Black)",$13.96,30%,301MCYFV,https://www.amazon.com/promocode/A2OJ7PAIU166BN?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Wood Wallpaper Gray Peel and Stick Wallpaper Wood Grain Contact Paper Self Adhesive Removable Wallpaper Faux Reclaimed Wood Wallpaper  for Cabinet Furniture Walls Drawer Shelf Liner 17.3”×118”,$3.35,52%,52NP5UAB,https://www.amazon.com/promocode/A2ZCZ7IZ4Z8TSZ?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
FURTALK Toddler Winter Hat Baby Boys Girls Pom Pom Beanie Hat Double Layer Kids Knit Winter Pom Hats Black,$8.24,45%,45P4A589,https://www.amazon.com/promocode/A1LSPQPCWN3IUB?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Eye Cream,Under Eye Cream for Dark Circles and Puffiness,Caffeine Eye Cream Anti Aging,Reduce Fine Lines,Eye Bags and Wrinkles,Hydrates and Lifts Your Skin 1.7oz",$10.98,50%,50EO0IYM,https://www.amazon.com/promocode/A293OCFUN3YV2W?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"SEETEN 3 Pack Bands Compatible with Apple Watch Band 38mm 40mm 41mm 42mm 44mm 45mm Women Men, Soft and Breathable Silicone Sport Strap Replacement Wristband with 2 Metal Buckles Design for iWatch Series 7 6 5 4 3 2 1 SE (Black,Red,Orange, 38/40/41mm-L)",$7.94,50%,50RBAJVV,https://www.amazon.com/promocode/A2OFP5ZCDLG0RE?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Unomor Griddle Accessories Kit, 18PCS Flat Top Grill Tools Set with Cleaning Tool, Spatula, Basting Cover, Tongs, Scraper, Carrying Bag – Griddle Utensils Kit for Outdoor BBQ, Teppanyaki and Camping",$23.99,40%,40MVOHSF,https://www.amazon.com/promocode/AJYZ9YXEGH9PF?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
BRONAX Mens Shoes Lace up Mid Top Comfortable Size 7 Athletic Sport Stability Gym Workout Travel Tennis Sneakers for Men Blue,$23.39,40%,40WIRCSO,https://www.amazon.com/promocode/AVL2KTFV0DCB6?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Men’s Casual Button-Down Shirts Vintage 1970s 1980s Black White Long Sleeve Shirt Cotton Plaid Western Check Buttons (S, Green)",$13.49,55%,55PGM21P,https://www.amazon.com/promocode/A358HR4MW09RYY?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
NOOFORMER 24oz / 32oz Motivational Water Bottle with Time Marker & Straw- Water Tracker Bottle Leakproof BPA Free for Fitness Sports Outdoors and Office,$7.64,55%,55LJAGV5,https://www.amazon.com/promocode/A2W09L9O9DIKWH?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
BomKinta Men’s Breathable Road Running Shoes Lace Up Gym Traning Sneakers Comfortable Non Slip Walking Shoes Athletic Shoes Zapatos Deportivos de Hombre Brown Yellow Size 8,$23.99,40%,40BLIW8E,https://www.amazon.com/promocode/AM842330DNH4L?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"TOPGREEN Lightweight All Season Down Alternative Comforter King – 100% Cotton and Soft GRS Bio-Based Microfiber Quilted Duvet Insert, Cooling Comforter for Warm Weather/Hot Sleepers (106×90, White)",$18.23,60%,60PST4IA,https://www.amazon.com/promocode/AI1KJF2PGOOKE?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"SOOSISI Motivational Water Bottle 32oz for Fitness Outdoor Sports, Reusable Time Marks Gradient Color Water Jug, BPA Free Pop Up Lid Wrist Strap Filter, Yellow/Blue Gradient",$8.98,71%,718D2ETA,https://www.amazon.com/promocode/AZB6YXPU7T4ET?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
TQD Womens Joggers with Pockets Sweat Pants Women Casual Lounge Pants for Hiking Running Workout Yoga,$9.19,60%,60MBMYNY,https://www.amazon.com/promocode/A506FZNOOWLGH?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"KRABOR Girls Winter Snow Boots, Warm Faux Fur Lined with Cute Pom-Poms for Toddler/Little Kid Black Size 11",$16.49,45%,45BNLBRH,https://www.amazon.com/promocode/A16690LSXSGGUB?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"SIRUIYUAN Women’s Running Sneaker Breathable Lightweight Knit Air Jogging Slip On Mesh Walking Shoe (Gray/Pink, Numeric_6)",$16.31,60%,60H3XLUX,https://www.amazon.com/promocode/AQ8M7AW1KY5D4?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Men’s Slippers Memory Foam Home Moccasin Wide Width Size 11 12 Soft Warm Winter Summer Slip on Bedroom Shoes with Arch Support Novelty House Shoe Indoor Outdoor Pantuflas Para Hombre Gift for Teenage Boys Husband Step Dad Navy,$12.49,50%,50SRN8TK,https://www.amazon.com/promocode/A2AGM3E18USQ69?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"SOIAODRAH 2 PCS Push Pop Bracelets Toys, Hand Finger Press Fidget Bracelet Toy, Wearable Fidget Poppers Autism Special Needs Stress Reliever for Kids and Adults (Blue+Blue Pink)",$6.49,50%,50HTS6IM,https://www.amazon.com/promocode/AQ3QPLE5R3GVC?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"SGUTEN Circle Mirrors for Wall Pack of 3, Wall Hanging Mirrors for Living Room & Bedroom, Small Round Gold Circle Mirrors for Wall Decor, Home Decorative Wall Mirrors Set for Wall Decor, Small Square",$6.79,60%,60VYBRH5,https://www.amazon.com/promocode/A1WE0WG7CAC3Z3?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
VEHHE Metal Straws Stainless Steel Straws 8 Set Reusable Drinking Rainbow Straws with Cleaning Brush for 20 OZ Tumblers(4 Straight + 4 Bent + 2 Brush),$3.99,60%,60G1C3HW,https://www.amazon.com/promocode/A3MX3K94U2YISY?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Fesciory Puka Shell Anklet for Women Summer Natural Cowrie Adjustable Ankle Bracelet, Handmade Boho Hawaiian Beach Seashell Jewelry for Girls(Shell Anklet Black Rope)",$4.92,45%,45KRKZUR,https://www.amazon.com/promocode/A39YALGL1DLH9?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"KILOCOCO Bathroom Rug Mat, 16″ x 24″, Extra Soft Absorbent Premium Bath Rug, Non-Slip Comfortable Bath Mat, Carpet for Tub, Shower, Bath Room, Machine Wash Dry",$8.99,70%,70HU28KE,https://www.amazon.com/promocode/A16MKDCVXQOPOX?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Neoprene Lunch Bags Insulated Lunch Tote Bags for Women Washable lunch container box for work picnic Lightweight Meal Prep Bags for Men Women (White Dots Black),$9.59,40%,40Z4YCZR,https://www.amazon.com/promocode/A3R6QPLIR5YSE6?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"FITORY Girls Fur Lined Clogs, Waterproof Slippers Slip-on Garden Shoes for Todders/Little Kid Orange 12.5-13 Little Kid",$6.39,60%,60AU5JKA,https://www.amazon.com/promocode/A2RH2W2U9BU2BV?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"EARTHALL Grey and White Striped Rug Outdoor 3’x5′, Cotton Hand-Woven Gray Striped Door Mat, Reversible Foldable Washable Gray Outdoor Rug Stripe for Layered Door Mats Porch/Front Door (35.4”x59”)",$14.99,70%,703XNCSS,https://www.amazon.com/promocode/A2JPGC2XXUFDP0?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"LARISO LCD Writing Tablet, 3-8 Years Old Girls Boys Toys, LCD Writing Tablet 12 Inch Drawing Tablet, Doodle Board for Toddlers, Best Educational Gifts for 3 4 5 6 7 12 Years Old Kids (Dark Blue)",$10.99,50%,50BG4TGS,https://www.amazon.com/promocode/A179VO2R1ETBL0?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"HUIMSWARM Welcome Sign for Front Door ，Welcome Sign with 1PCS Wreath Door Hanger,Interchangeable Welcome Sign, Home Decoration,Rustic Wooden and Premium Greenery",$16.39,60%,601T545B,https://www.amazon.com/promocode/A3U04XYDTURMYA?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Wahdland Christmas Place Mats with Christmas Style Patterns Holiday Non-Slip with Christmas Tree Embroidery 13×19 Set of 4,$5.09,70%,70YW9PW1,https://www.amazon.com/promocode/A1BFX834LSTOFQ?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Girls Glitter Ankle Boots, Lace Up Waterproof Combat Shoes With Side Zipper for Toddler Brown Gypsophila Size 10",$21.44,45%,452A3WJZ,https://www.amazon.com/promocode/A21QYKINIHBOQ9?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Ospetty Pet Grooming Hammock for Nail Trimming, Soft Pet Hammock Restraint Bag for Pet Bathing Trimming Nail Grooming Helper",$8.39,60%,60O9FK8R,https://www.amazon.com/promocode/A118AVSMU6NM3Q?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
VIGRUE 360PCS #8-32#10-24 1/4-20 Phillips Truss Head Screws Bolt Nut Flat Washers 304 Stainless Steel Machine Screws Assortment Kit with Wrench and Storage Case,$14.84,45%,457OV5QL,https://www.amazon.com/promocode/A18UYQO44FCR4B?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Telescoping Microfiber Duster for Cleaning, 100″ Extension Pole Cobweb Duster, Detachable Bendable Head, Feather Dusters for Cleaning Roof, Ceiling Fan, Blinds, Furniture, Cars",$13.49,50%,50M2UJ9R,https://www.amazon.com/promocode/A2RCSKI4NM1F4V?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
KUBUA Girls Boys Winter Warm Indoor Bedroom Shoes Kids Slippers,$9.79,51%,51MG2M2P,https://www.amazon.com/promocode/AGQWNCDT8M7MQ?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Harem Sweatpants for Women Active Yoga Jogger Capris Pants with Pockets Casual Lounge Pants Blackmarl, S",$9.99,80%,80L7ICDW,https://www.amazon.com/promocode/A1AR1LDVPTN42U?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"DL Memory Foam House Slippers for Men Indoor, Comfy Slip On Men’s Home Houseshoes Slippers,Warm Cozy Winter Non Skid Mens Bedroom Slippers Size 9-10 Grey",$7.19,60%,60A3ZJR5,https://www.amazon.com/promocode/A26QF0K4XH37OX?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Comfortable Sandals for Men Plantar Fasciitis Flip Flops Archies Supportive Pain Relief Thong Shoes Soft Cloud Foam Wide Beach Shoes Indoor Slides Black Unisex Women Size 12 Men Size 10,$14.99,50%,5047ENCE,https://www.amazon.com/promocode/AWB44TCBYB1NR?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Vintage Wallpaper 17.7″x118″ Distressed Contact Paper Retro Peel and Stick Wallpaper Removable Modern Self Adhesive Wall Paper for Furniture Shelf Drawer Liner Easy to Use,$3.75,53%,53COINFW,https://www.amazon.com/promocode/A36M5V30QMPYSU?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
17.7″x 78.7″Black Wallpaper Peel and Stick-Modern Self-Adhesive Wallpaper-Black and Gold Geometric Wallpaper Removable Vinyl Film Waterproof Decorative for Wall Shelf Drawer Cabinet Countertop,$3.67,54%,54S62HU7,https://www.amazon.com/promocode/A1VFL0KWM0GGOS?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"FITORY Girls Dress Shoes, Glitter Mary Jane Ballet Flats with Buckle Strap Bow for Toddler Silver Size 9-10",$13.19,45%,457JDCXA,https://www.amazon.com/promocode/AZ3Q8L7A8LBYZ?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Smile Bee Flannel Fleece Blanket, Super Soft Waffle Blankets with Trimmed Edge, Throw Size, Cozy Plush Throw Blanket for Couch Bed Sofa, Beige, 50 x 60 inches",$14.99,50%,504CRGE1,https://www.amazon.com/promocode/A2G062LA8ZCYA3?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Turandoss Initial Butterfly Necklace for Women Girls – Dainty 14K Gold Filled Initial Butterfly Necklace Personalized Initial Letter Z Alphabet Choker Necklaces for Women Girls Jewelry(Z),$4.19,65%,65ZYH94J,https://www.amazon.com/promocode/AAKM1GU1TZIQY?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"TEQIFU Spiral Hair Ties, 12 Pack Coil Hair Ties Hair Elastics Hair Band Multiple Colour Waterproof Phone Cord Hair Scrunchies Hair Coils Accessories for Women Girls",$5.91,63%,63C8VPLA,https://www.amazon.com/promocode/A2675B0QTI7TIG?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Pastel Rainbow Balloon Arch Garland Kit Birthday Decorations for Girls – Pastel and Gold Confetti Balloons Wedding Baby Shower Birthday Party Decorations Supplies,$8.04,65%,65SNRSXC,https://www.amazon.com/promocode/A28GYN48QY7K0U?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Plastic Pots for Plants Set of 6 Flower Pots for Indoor Plants with Saucers, 7/6/5.5/5/4.5/4 Inch Modern Decorative Plant Pots with Drainage Holes for All House Plants and Flowers (Black)",$13.99,30%,30OO4IGD,https://www.amazon.com/promocode/A2WSQE9E1WD2UB?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
BRONAX Mens Tennis Shoes Lace up Mid High Top Comfortable Size 8 Athletic Sport Stability Gym Comfty Workout Travel Tennis Sneakers for Men Red,$23.39,40%,404RI72G,https://www.amazon.com/promocode/A2KQROGKWSKSKR?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Learning Tablet Educational Touch Pad for Fun Learn Number ABCs Spelling Animal,$19.99,80%,80I8KXY1,https://www.amazon.com/promocode/A2ORI3WHAV83XC?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Womens Tops Scoop Neck Casual Loose Fit T Shirts Long Sleeve Tunic Blouse(WH1,M)",$9.99,50%,503V1I5X,https://www.amazon.com/promocode/A26ALWAHQY9K6L?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Reusable Food Storage Bags, Reusable Sandwich Bags 12 Pack Leak Proof Reusable Freezer Bags Durable Silicone Food Storage Bag (12 Pack – 2 Gallon+5 Sandwich+5 Snack)",$5.49,50%,506VE573,https://www.amazon.com/promocode/A1YT1XRXGQ5ARY?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"FlyCloud Dream Catcher, Moon Dream Catcher Wall Decor, Handmade Bohemian Hippie Decor, LED String Light Dream Catcher Bedroom Home Decoration, Great Festival Craft Gift",$13.99,50%,50OTH1JR,https://www.amazon.com/promocode/AG7EXV8QDDBVQ?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
EARTHALL Grey and White Striped Rug 27.5 x 43 Inches Cotton Hand-Woven Reversible Foldable Washable Gray Outdoor Rug Stripe for Layered Door Mats Porch/Front Door Grey and White Rug,$9.29,70%,70TS1M28,https://www.amazon.com/promocode/A3LO1YK22B7QRW?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
UBFEN Womens Slippers Memory Foam Comfort Fuzzy Plush Lining Slip On House Shoes Indoor Outdoor Red 7-8 Women 5-6 Men,$12.44,50%,50GGHRZZ,https://www.amazon.com/promocode/A45935BHL3JKD?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Potalay Artificial Christmas Tree Unlit 4,5,6,7.5 Feet Premium Hinged Spruce Full Tree(6 FT)",$38.97,70%,70YOH91E,https://www.amazon.com/promocode/A2CDBM9222MH6R?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"FITORY Girls Fur Lined Clogs, Waterproof Slippers Slip-on Garden Shoes for Todders/Little Kid Yellow 9-9.5 Toddler",$6.39,60%,60BR3CZL,https://www.amazon.com/promocode/A2EVTOM66PJ1YQ?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"CIVPOWER Protective Case Compatible with Airtag Tracker, Silicone Airtags Case for Preventing Dust and Scratches, Washable AirTag Case for Dogs Cats Pet Collar(4 Packs, Multi-Color)",$2.99,70%,15QR6KQ2,https://www.amazon.com/promocode/AI2T660J57V42?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
wartleves Necklace Cord Empty Stone Holder Replacement Hand-Woven Necklace Cord Necklace Pendent Holder Replacement with Adjustable Length Making Accessories for DIY Jewelry Bracelet Necklace Black,$5.24,75%,755HHS9V,https://www.amazon.com/promocode/A3IKCZW4CGGHJH?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
WHITIN Men’s House Slippers Arch Support Winter Fuzzy Snow Size 7 Plantar Fasciitis Zapatillas de casa para Hombre Cool House Shoes Bedroom Cushion Non-Slip Hardwood Floors Tartan Grey 40,$12.59,55%,55DCVCND,https://www.amazon.com/promocode/A3IRRKCN5I0QG7?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Abucaky Flamingos Mailbox Cover Magnetic Waterproof Mailbox Wraps Post Letter Box Decor 21×18 in,$4.79,70%,70LY5Z9J,https://www.amazon.com/promocode/A1B1JHAMVTVYOK?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
BomKinta Men’s Breathable Road Running Shoes Lace Up Gym Traning Sneakers Comfortable Non Slip Walking Shoes Athletic Shoes Zapatos Deportivos de Hombre Black White Size 12,$23.99,40%,40XFT5S5,https://www.amazon.com/promocode/A1FPX24Z7PZIG8?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Dusty Blue Blanket Knitted Textured Throw Blanket for Bed Lightweight Soft Warm Cozy Chenille Blanket with Tassel Decorate Sofa Couch for Family Machine Washable 50 X 60 Inches,$7.49,70%,70CEUPCY,https://www.amazon.com/promocode/A19NW599PP9FZT?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Tenozek Plant Covers Freeze Protection for Winter 47″ x 55″ 2.1oz Tree Frost Covers Drawstring Bags for Cold Weather Anti-Freeze Shrub Jacket Warm Blanket w/Zipper and Garden Gloves (2 Packs, White)",$15.19,20%,20ORD88S,https://www.amazon.com/promocode/A250YE7TV4OZE7?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
